task,model_name,feature,importance,abs_importance,importance_type
task_a,logistic_regression,stars_total,-0.06811053345006197,0.06811053345006197,coefficient
task_a,logistic_regression,forks_total,-0.05251605288354673,0.05251605288354673,coefficient
task_a,logistic_regression,watchers_total,0.1059553862215481,0.1059553862215481,coefficient
task_a,logistic_regression,open_issues_count,-0.1315150305978621,0.1315150305978621,coefficient
task_a,logistic_regression,size,-0.17976813535338043,0.17976813535338043,coefficient
task_a,logistic_regression,stars_this_week,1.2985936879155848,1.2985936879155848,coefficient
task_a,logistic_regression,project_age_days,-0.06945147273096207,0.06945147273096207,coefficient
task_a,logistic_regression,days_since_update,-0.4855475178274298,0.4855475178274298,coefficient
task_a,logistic_regression,log_stars,1.4603101525146929,1.4603101525146929,coefficient
task_a,logistic_regression,log_forks,1.1909074821231858,1.1909074821231858,coefficient
task_a,logistic_regression,stars_per_day,0.3217055328077627,0.3217055328077627,coefficient
task_a,logistic_regression,forks_per_star,-0.5994984380843608,0.5994984380843608,coefficient
task_a,logistic_regression,issue_pressure,-0.45305751524458165,0.45305751524458165,coefficient
task_a,logistic_regression,topic_count,0.0,0.0,coefficient
task_a,logistic_regression,readme_length,0.5740045145723726,0.5740045145723726,coefficient
task_a,logistic_regression,has_install_section,0.0,0.0,coefficient
task_a,logistic_regression,has_quickstart,0.7155783618451526,0.7155783618451526,coefficient
task_a,logistic_regression,has_demo,0.7155783618451526,0.7155783618451526,coefficient
task_a,logistic_regression,has_example,0.7155783618451526,0.7155783618451526,coefficient
task_a,logistic_regression,has_requirements,0.0,0.0,coefficient
task_a,logistic_regression,mentions_gpu,-0.028294531089011823,0.028294531089011823,coefficient
task_a,logistic_regression,mentions_cpu,0.739139195561159,0.739139195561159,coefficient
task_a,logistic_regression,mentions_api_key,-0.028294531089011823,0.028294531089011823,coefficient
task_a,logistic_regression,mentions_docker,0.739139195561159,0.739139195561159,coefficient
task_a,logistic_regression,agent_keyword_count,0.48855260606666884,0.48855260606666884,coefficient
task_a,logistic_regression,agent_relevance_score,0.6979960245897787,0.6979960245897787,coefficient
task_a,logistic_regression,reproducibility_score,0.7983927574051563,0.7983927574051563,coefficient
task_a,random_forest,stars_total,0.06414910413789185,0.06414910413789185,feature_importance
task_a,random_forest,forks_total,0.0218629705078761,0.0218629705078761,feature_importance
task_a,random_forest,watchers_total,0.04554921459361267,0.04554921459361267,feature_importance
task_a,random_forest,open_issues_count,0.018853301450526768,0.018853301450526768,feature_importance
task_a,random_forest,size,0.02678901704171851,0.02678901704171851,feature_importance
task_a,random_forest,stars_this_week,0.08438902536618142,0.08438902536618142,feature_importance
task_a,random_forest,project_age_days,0.027097267096814457,0.027097267096814457,feature_importance
task_a,random_forest,days_since_update,0.1277969495282733,0.1277969495282733,feature_importance
task_a,random_forest,log_stars,0.056341052468112975,0.056341052468112975,feature_importance
task_a,random_forest,log_forks,0.02702187255410928,0.02702187255410928,feature_importance
task_a,random_forest,stars_per_day,0.026849629085435926,0.026849629085435926,feature_importance
task_a,random_forest,forks_per_star,0.01723014988099081,0.01723014988099081,feature_importance
task_a,random_forest,issue_pressure,0.018354124352968557,0.018354124352968557,feature_importance
task_a,random_forest,topic_count,0.0,0.0,feature_importance
task_a,random_forest,readme_length,0.04430773451689894,0.04430773451689894,feature_importance
task_a,random_forest,has_install_section,0.0,0.0,feature_importance
task_a,random_forest,has_quickstart,0.0744280298750007,0.0744280298750007,feature_importance
task_a,random_forest,has_demo,0.07061269084372657,0.07061269084372657,feature_importance
task_a,random_forest,has_example,0.07253795189847215,0.07253795189847215,feature_importance
task_a,random_forest,has_requirements,0.0,0.0,feature_importance
task_a,random_forest,mentions_gpu,0.008370766214398407,0.008370766214398407,feature_importance
task_a,random_forest,mentions_cpu,0.014273422661298114,0.014273422661298114,feature_importance
task_a,random_forest,mentions_api_key,0.00976277281335758,0.00976277281335758,feature_importance
task_a,random_forest,mentions_docker,0.009717562467630779,0.009717562467630779,feature_importance
task_a,random_forest,agent_keyword_count,0.019296480821337385,0.019296480821337385,feature_importance
task_a,random_forest,agent_relevance_score,0.020021016425111386,0.020021016425111386,feature_importance
task_a,random_forest,reproducibility_score,0.09438789339825542,0.09438789339825542,feature_importance
task_a,extra_trees,stars_total,0.05469974243981839,0.05469974243981839,feature_importance
task_a,extra_trees,forks_total,0.019390144117902533,0.019390144117902533,feature_importance
task_a,extra_trees,watchers_total,0.03346233831359017,0.03346233831359017,feature_importance
task_a,extra_trees,open_issues_count,0.019967581229084586,0.019967581229084586,feature_importance
task_a,extra_trees,size,0.01849925235760165,0.01849925235760165,feature_importance
task_a,extra_trees,stars_this_week,0.045452902631549996,0.045452902631549996,feature_importance
task_a,extra_trees,project_age_days,0.013344693658598474,0.013344693658598474,feature_importance
task_a,extra_trees,days_since_update,0.0440935768261863,0.0440935768261863,feature_importance
task_a,extra_trees,log_stars,0.059097668795514674,0.059097668795514674,feature_importance
task_a,extra_trees,log_forks,0.035679892254752106,0.035679892254752106,feature_importance
task_a,extra_trees,stars_per_day,0.01816668919186463,0.01816668919186463,feature_importance
task_a,extra_trees,forks_per_star,0.014722258745159181,0.014722258745159181,feature_importance
